word,rating
nice,1
nice,5
nice,1
nice,5
nice,5
nice,4
nice,4
nice,4
nice,3
nice,5
nice,4
nice,4
nice,5
nice,4
nice,5
nice,4
nice,5
nice,5
nice,5
nice,4
nice,5
nice,4
nice,5
nice,1
nice,4
nice,3
nice,5
nice,5
nice,4
nice,5
nice,5
nice,3
nice,4
nice,5
nice,5
nice,5
nice,5
nice,5
nice,5
nice,3
nice,5
nice,4
nice,5
nice,4
nice,4
nice,4
nice,5
nice,4
nice,5
nice,5
nice,5
nice,4
nice,4
nice,3
nice,4
nice,5
nice,4
nice,4
nice,3
nice,4
nice,4
nice,4
nice,1
nice,4
nice,5
nice,5
nice,5
nice,5
nice,5
nice,4
nice,1
nice,5
nice,4
nice,4
nice,5
nice,3
nice,4
nice,5
nice,4
nice,5
nice,4
nice,4
nice,4
nice,4
nice,5
nice,4
nice,5
nice,4
nice,4
nice,3
nice,4
nice,4
nice,3
nice,4
nice,4
nice,5
nice,3
nice,3
nice,4
staff,5
staff,4
staff,4
staff,2
staff,5
staff,5
staff,4
staff,4
staff,5
staff,4
staff,5
staff,4
staff,1
staff,3
staff,5
staff,1
staff,5
staff,3
staff,5
staff,4
staff,1
staff,2
staff,5
staff,4
staff,3
staff,1
staff,2
staff,4
staff,5
staff,4
staff,1
staff,5
staff,4
staff,4
staff,5
staff,4
staff,4
staff,5
staff,4
staff,4
staff,1
staff,4
staff,3
staff,5
staff,4
staff,5
staff,1
staff,4
staff,4
staff,5
staff,4
staff,5
staff,4
staff,4
staff,4
staff,2
staff,4
staff,3
staff,1
staff,1
staff,3
staff,5
staff,4
staff,4
staff,5
staff,5
staff,5
staff,4
staff,5
staff,5
staff,1
staff,5
staff,5
staff,5
staff,1
staff,5
staff,5
staff,4
staff,5
staff,4
staff,4
staff,5
staff,5
staff,5
staff,1
staff,4
staff,2
staff,1
staff,5
staff,4
staff,5
staff,3
staff,4
staff,4
staff,4
staff,5
staff,1
staff,5
staff,5
staff,4
staff,5
staff,5
staff,5
staff,5
staff,4
staff,5
staff,4
staff,1
staff,4
staff,1
staff,5
staff,4
staff,1
staff,4
staff,5
staff,4
staff,2
staff,4
staff,2
staff,5
staff,1
staff,4
staff,5
staff,5
staff,3
staff,1
staff,3
staff,5
staff,2
staff,3
staff,1
staff,1
staff,2
staff,4
staff,3
staff,3
staff,2
staff,3
staff,3
staff,3
staff,5
staff,5
staff,5
staff,5
staff,4
staff,5
staff,3
staff,2
staff,1
staff,3
staff,5
staff,4
staff,5
staff,5
staff,4
staff,5
staff,2
staff,4
staff,5
staff,4
staff,4
staff,4
staff,3
staff,5
staff,4
staff,5
staff,4
staff,4
staff,3
staff,4
staff,4
staff,5
staff,5
staff,4
staff,4
staff,4
staff,2
staff,5
staff,4
staff,1
staff,5
staff,5
staff,1
staff,2
staff,5
staff,4
staff,5
staff,4
staff,5
staff,1
staff,5
staff,5
staff,5
staff,5
staff,3
staff,5
staff,1
staff,4
staff,4
staff,4
staff,4
staff,4
staff,1
staff,4
staff,5
staff,5
staff,5
staff,4
staff,5
staff,5
staff,5
staff,4
staff,5
staff,4
staff,2
staff,3
staff,5
staff,2
staff,1
staff,5
staff,4
staff,1
staff,3
staff,4
staff,4
staff,5
staff,5
staff,3
staff,1
staff,5
staff,5
staff,1
staff,5
staff,1
staff,4
staff,5
staff,4
staff,5
staff,5
staff,2
staff,4
staff,5
staff,5
staff,5
staff,4
staff,3
staff,5
staff,5
staff,1
staff,5
staff,4
staff,1
staff,2
staff,1
staff,2
staff,2
staff,1
staff,5
staff,4
staff,4
staff,1
staff,5
staff,5
staff,4
staff,4
staff,4
staff,2
staff,2
staff,4
staff,1
staff,3
staff,4
staff,5
staff,3
staff,5
staff,5
staff,3
staff,5
staff,5
staff,5
staff,5
staff,4
staff,3
staff,4
staff,5
staff,5
staff,1
staff,3
staff,4
staff,4
staff,5
staff,5
staff,1
staff,3
staff,5
staff,4
staff,3
staff,1
staff,5
staff,5
